COM1
14400
http://192.168.39.10:8080/
201472,-6.33069,106.90426,12
20146,-0.54669,117.15347,0
20160,-0.99646,116.98593,0
20146,-0.53950,117.15088,59
20163,-0.99692,116.98646,11
20146,-0.57100,117.13313,105
20160,-0.99686,116.98563,12
20146,-0.58811,117.14290,0
20148,-0.99285,116.97890,0
20146,-0.58809,117.14198,0
20160,-0.99623,116.98613,7
20146,-0.58809,117.14198,0
20163,-0.99672,116.98650,0
20146,-0.58809,117.14198,0
20160,-0.99630,116.98641,16
20146,-0.58809,117.14198,0
202049,-6.34644,106.81316,0
20146,-0.57228,117.14279,40
20160,-0.99203,116.97908,29
20146,-0.56687,117.14487,25
20163,-0.99667,116.98649,0
20146,-0.58335,117.13756,42
20160,-0.99428,116.97869,0
20146,-0.58796,117.14268,0
20148,-0.99285,116.97890,0
20146,-0.58796,117.14268,0
20160,-0.99898,116.97945,42
20146,-0.58796,117.14268,0
20163,-0.99664,116.98651,0
20146,-0.58796,117.14268,0
20160,-0.99636,116.98598,29
20146,-0.58796,117.14268,0
201472,-6.33105,106.90142,25
20146,-0.58796,117.14268,0
20160,-0.99951,116.98398,0
20146,-0.58796,117.14268,0
20163,-0.99980,116.98414,29
20146,-0.58796,117.14268,0
20160,-0.95352,117.00620,50
20146,-0.58796,117.14268,0
20148,-0.99527,116.97808,27
20146,-0.58796,117.14268,0
20160,-0.99007,116.99318,50
20146,-0.58796,117.14268,0
20163,-0.99897,116.98166,0
20146,-0.58796,117.14268,0
20160,-0.99904,116.98171,14
20146,-0.58796,117.14268,0
202438,-6.52235,106.81676,9
20146,-0.58796,117.14268,0
20160,-0.99638,116.98654,0
20146,-0.58796,117.14268,0
20163,-0.99676,116.98649,9
20146,-0.58796,117.14268,0
20160,-0.99632,116.98648,18
20146,-0.58796,117.14268,0
20148,-0.99527,116.97808,27
20146,-0.58796,117.14268,0
20160,-0.99544,116.97816,0
20146,-0.58796,117.14268,0
20163,-1.00022,116.98463,38
20146,-0.59081,117.14564,40
20160,-0.99969,116.98377,0
20146,-0.60567,117.15603,62
201472,-6.32834,106.90142,27
20146,-0.62164,117.16464,66
20160,-0.99620,116.98631,22
20146,-0.63762,117.17321,64
20163,-0.99232,116.97910,0
20146,-0.65037,117.18594,62
20160,-0.99639,116.98661,12
20146,-0.68248,117.18259,53
20148,-0.99527,116.97808,27
20146,-0.70004,117.17843,66
20160,-0.99732,116.97775,0
20146,-0.70606,117.17670,0
20163,-0.99232,116.97910,0
20146,-0.70606,117.17670,0
20160,-1.01315,116.96798,46
20146,-0.70606,117.17670,0
202438,-6.52221,106.81402,22
20146,-0.70606,117.17670,0
20160,-1.03146,116.95495,50
20146,-0.70606,117.17670,0
20163,-0.99232,116.97910,0
20146,-0.70611,117.17668,0
20160,-1.04892,116.94779,42
20146,-0.70611,117.17668,0
20148,-1.00061,116.98479,42
20146,-0.70611,117.17668,0
20160,-1.06442,116.93834,50
20146,-0.70611,117.17668,0
20163,-0.99232,116.97912,0
20146,-0.70611,117.17668,0
20160,-1.07988,116.92557,51
20146,-0.70611,117.17668,0
201472,-6.32252,106.90707,35
20146,-0.57884,117.13168,0
20160,-1.10384,116.88539,50
20146,-0.57888,117.13169,0
20163,-0.99494,116.97826,31
20146,-0.57888,117.13169,0
20160,-1.14867,116.87723,42
20146,-0.57888,117.13169,0
20148,-1.01834,116.98153,42
20146,-0.57888,117.13169,0
20160,-1.19146,116.88428,0
20146,-0.57888,117.13169,0
20163,-0.99725,116.97777,0
20146,-0.57888,117.13169,0
20160,-1.20493,116.88036,27
20146,-0.58768,117.14218,27
202438,-6.52148,106.81139,35
20146,-0.60096,117.15354,33
20160,-1.24238,116.87256,38
20146,-0.61689,117.16205,31
20163,-1.00028,116.98542,22
20146,-0.63270,117.17065,33
20160,-1.20790,116.87396,3
20146,-0.64821,117.17985,33
20148,-1.01834,116.98153,42
20146,-0.65733,117.19537,31
20160,-1.19235,116.88375,35
20146,-0.67381,117.18805,27
20163,-0.98861,116.99424,27
20146,-0.68958,117.17928,22
20160,-1.17292,116.87997,50
20146,-0.68622,117.17963,31
201472,-6.31986,106.90781,33
20146,-0.67123,117.18964,31
20160,-1.13753,116.90648,53
20146,-0.65322,117.18886,31
20163,-0.98861,116.99424,27
20146,-0.62562,117.16637,70
20160,-1.13753,116.90648,53
20146,-0.61065,117.15640,42
20148,-1.01834,116.98153,42
20146,-0.59422,117.14898,53
20160,-1.04122,116.96860,11
20146,-0.58843,117.14207,0
20163,-0.98861,116.99424,27
20146,-0.58843,117.14207,0
20160,-1.00949,116.98465,50
20146,-0.58843,117.14207,0
202049,-6.34651,106.81321,0
20146,-0.58848,117.14199,0
20160,-0.99633,116.98643,0
20146,-0.58848,117.14199,0
20163,-0.98861,116.99424,27
20146,-0.58314,117.13732,14
20160,-0.99628,116.97747,42
20146,-0.58802,117.14270,0
